Dataset,Fold,MAE,MedAE,R2
UFZ_Phenomenex,0,150.9823993883635,89.146484375,0.6200856022699024
UFZ_Phenomenex,1,119.27329294305099,40.492919921875,0.721438544642556
UFZ_Phenomenex,2,129.30672093441612,63.970458984375,0.5356721366849728
UFZ_Phenomenex,3,163.75374563116776,106.485107421875,0.32752522077019974
UFZ_Phenomenex,4,125.20002184416118,88.5352783203125,0.8458278122655476
UFZ_Phenomenex,5,150.36641099717883,89.1378173828125,0.7822070614900046
UFZ_Phenomenex,6,112.59846327039931,58.16156005859375,-0.012637039047189935
UFZ_Phenomenex,7,212.65541246202258,136.20465087890625,0.5600084692045775
UFZ_Phenomenex,8,116.08007473415799,44.9710693359375,0.7282992940249866
UFZ_Phenomenex,9,124.53194173177083,72.984375,0.7224130497006949

UFZ_Phenomenex,Average,140.4748 ± 28.9726,79.0090 ± 27.6795,0.5831 ± 0.2434
